쩜	0
응	0
률	0
웹	0
T	0
착	0
늦	0
쁠	0
7	0
얘	0
꿈	0
공	0
도	0
페	0
4	0
활	0
탕	0
책	0
놀	0
거	0
같	0
음	0
효	0
싱	0
톰	0
리	0
채	0
둬	0
굿	0
똥	0
혹	0
흉	0
썹	0
탔	0
잡	0
P	0
퍼	0
겠	0
잔	0
9	0
빚	0
붉	0
긁	0
흥	0
쌍	0
춥	0
C	0
받	0
벽	0
본	0
난	0
획	0
맴	0
닳	0
엠	0
크	0
태	0
’	0
험	0
데	0
끓	0
츠	0
는	0
참	0
캄	0
했	0
알	0
뜻	0
…	0
꽤	0
납	0
팬	0
딛	0
애	0
나	0
낡	0
티	0
탭	0
돕	0
를	0
펀	0
치	0
놨	0
콜	0
완	0
련	0
신	0
지	0
양	0
런	0
비	0
야	0
울	0
듀	0
좋	0
홉	0
순	0
꼴	0
김	0
웨	0
졌	0
박	0
맡	0
그	0
촉	0
럴	0
벳	0
춘	0
번	0
풍	0
혐	0
둘	0
여	0
끼	0
쥬	0
놈	0
팥	0
뭐	0
구	0
숲	0
센	0
미	0
헤	0
버	0
드	0
누	0
릿	0
통	0
빼	0
빙	0
벚	0
갤	0
횟	0
엇	0
탑	0
량	0
팸	0
찜	0
측	0
윷	0
클	0
D	0
롯	0
먹	0
꽃	0
됬	0
쫄	0
무	0
코	0
덩	0
칼	0
빗	0
떼	0
꼽	0
E	0
넷	0
실	0
덧	0
답	0
믿	0
틴	0
꾸	0
핀	0
흡	0
덕	0
눕	0
넉	0
퀄	0
젓	0
왁	0
숟	0
물	0
옆	0
O	0
남	0
쟤	0
찝	0
춤	0
행	0
잭	0
에	0
피	0
였	0
맥	0
얀	0
찢	0
블	0
정	0
캘	0
깨	0
~	0
펴	0
접	0
늘	0
변	0
탱	0
돋	0
셔	0
쓸	0
째	0
머	0
호	0
떠	0
밟	0
헉	0
튼	0
쥴	0
곤	0
쟁	0
별	0
윌	0
싫	0
맨	0
항	0
킹	0
낄	0
땀	0
로	0
달	0
부	0
형	0
먼	0
갯	0
겪	0
솜	0
낭	0
병	0
융	0
줬	0
I	0
텀	0
젖	0
뜯	0
딩	0
폴	0
름	0
칭	0
끄	0
몰	0
넣	0
짤	0
봉	0
흘	0
씻	0
깍	0
짚	0
퀸	0
홀	0
끔	0
해	0
퓨	0
며	0
족	0
키	0
고	0
품	0
낮	0
J	0
녹	0
딜	0
묻	0
맺	0
너	0
매	0
촌	0
싣	0
트	0
쯤	0
뭔	0
쪄	0
직	0
휴	0
녀	0
깃	0
졸	0
표	0
뽑	0
?	0
넌	0
헌	0
K	0
챔	0
벗	0
죠	0
헛	0
철	0
란	0
방	0
B	0
닫	0
압	0
돈	0
닥	0
옐	0
힘	0
앱	0
율	0
깥	0
굳	0
낳	0
킷	0
브	0
F	0
취	0
흩	0
얻	0
즌	0
씩	0
람	0
엘	0
폐	0
'	0
챙	0
뵙	0
배	0
뻔	0
롬	0
루	0
짧	0
극	0
뼈	0
투	0
밭	0
확	0
섬	0
m	0
찬	0
쌀	0
꼭	0
탁	0
선	0
녁	0
욕	0
레	0
림	0
L	0
뱀	0
학	0
캔	0
과	0
뀔	0
손	0
끌	0
르	0
편	0
뒷	0
쫀	0
올	0
샐	0
널	0
껏	0
료	0
힐	0
촛	0
폈	0
칸	0
밝	0
령	0
밸	0
깊	0
쪘	0
노	0
괴	0
곁	0
3	0
것	0
삿	0
욱	0
럼	0
톱	0
쏟	0
첼	0
릎	0
엔	0
샤	0
뺏	0
염	0
붓	0
엄	0
첨	0
컵	0
념	0
패	0
봇	0
액	0
밍	0
날	0
친	0
재	0
으	0
힌	0
벤	0
걔	0
결	0
년	0
뿐	0
뒤	0
V	0
팁	0
전	0
골	0
회	0
겉	0
천	0
세	0
앓	0
빠	0
곳	0
딤	0
왜	0
꿔	0
몸	0
낯	0
“	0
인	0
걸	0
침	0
셜	0
펍	0
빌	0
식	0
걱	0
어	0
꺾	0
쌓	0
마	0
콕	0
목	0
멈	0
껴	0
X	0
차	0
증	0
삐	0
탈	0
린	0
후	0
웃	0
콘	0
객	0
펄	0
뭘	0
귤	0
뇌	0
둥	0
근	0
굴	0
뭡	0
속	0
웬	0
다	0
더	0
북	0
써	0
딱	0
듣	0
러	0
논	0
셰	0
맞	0
척	0
화	0
쁜	0
연	0
웅	0
쥐	0
굽	0
깜	0
론	0
낚	0
막	0
짖	0
갈	0
건	0
덮	0
겁	0
옳	0
켜	0
길	0
분	0
우	0
섭	0
곡	0
좀	0
문	0
체	0
뿍	0
굉	0
헷	0
픈	0
개	0
쉐	0
홍	0
진	0
출	0
슨	0
딸	0
온	0
내	0
갖	0
많	0
H	0
톡	0
탓	0
던	0
캥	0
각	0
눈	0
,	0
함	0
힙	0
와	0
겐	0
뛰	0
펜	0
#	0
술	0
초	0
따	0
포	0
래	0
이	0
촬	0
쑥	0
모	0
늑	0
털	0
뜩	0
능	0
을	0
굵	0
풀	0
꼼	0
낙	0
꽂	0
2	0
멤	0
육	0
앞	0
돌	0
게	0
혜	0
쳤	0
격	0
젠	0
8	0
옛	0
합	0
헨	0
랑	0
샵	0
섯	0
곰	0
없	0
집	0
멉	0
질	0
핸	0
랜	0
탄	0
몬	0
밖	0
냈	0
큽	0
끝	0
영	0
소	0
댁	0
씌	0
값	0
궁	0
징	0
줄	0
왔	0
템	0
됩	0
껍	0
뵐	0
왼	0
텍	0
냥	0
견	0
땄	0
짜	0
뤄	0
열	0
썼	0
쇄	0
큰	0
허	0
팔	0
간	0
색	0
핫	0
헬	0
났	0
빛	0
심	0
낸	0
벙	0
냉	0
텔	0
6	0
서	0
냐	0
싼	0
S	0
법	0
셋	0
쉴	0
몫	0
깐	0
빅	0
장	0
살	0
맵	0
떨	0
컷	0
감	0
캐	0
봄	0
쩔	0
택	0
때	0
맹	0
외	0
섹	0
걷	0
뱅	0
느	0
맑	0
A	0
주	0
발	0
튜	0
숫	0
하	0
귈	0
삼	0
y	0
상	0
베	0
칩	0
면	0
삭	0
언	0
히	0
봐	0
빡	0
넓	0
랭	0
잘	0
계	0
불	0
예	0
U	0
새	0
반	0
추	0
싸	0
즐	0
틀	0
력	0
큼	0
쓰	0
략	0
찰	0
시	0
넥	0
조	0
낱	0
짝	0
절	0
깼	0
렛	0
례	0
셀	0
판	0
즉	0
햄	0
엉	0
작	0
댄	0
캡	0
암	0
명	0
헐	0
규	0
룸	0
젤	0
특	0
왕	0
있	0
옷	0
컨	0
될	0
습	0
승	0
쩍	0
슴	0
펌	0
숱	0
랍	0
폭	0
샘	0
떤	0
악	0
숏	0
토	0
멕	0
송	0
톤	0
용	0
긍	0
켤	0
쫓	0
됐	0
붐	0
갚	0
릭	0
뷰	0
푼	0
삽	0
늙	0
훨	0
숙	0
흐	0
담	0
까	0
붕	0
혁	0
뮌	0
듭	0
입	0
창	0
샌	0
쉬	0
팩	0
쌈	0
좁	0
또	0
바	0
닝	0
숨	0
옹	0
찾	0
덥	0
롤	0
말	0
경	0
링	0
않	0
럭	0
요	0
녕	0
뀐	0
끈	0
휘	0
1	0
탐	0
스	0
훈	0
칠	0
롱	0
떡	0
임	0
빈	0
샷	0
현	0
킨	0
펼	0
균	0
붙	0
갑	0
씬	0
카	0
뮤	0
뻐	0
꿰	0
켄	0
터	0
%	0
혼	0
즈	0
되	0
싶	0
단	0
눠	0
혈	0
두	0
민	0
흔	0
국	0
킴	0
위	0
닮	0
벌	0
향	0
기	0
슬	0
녘	0
볼	0
저	0
둔	0
앰	0
득	0
밀	0
덤	0
앉	0
꼬	0
잇	0
맛	0
횡	0
라	0
농	0
최	0
쏠	0
디	0
뜨	0
닉	0
씹	0
곱	0
‘	0
!	0
옵	0
끊	0
샀	0
희	0
죽	0
은	0
닭	0
글	0
튀	0
찼	0
슈	0
쪽	0
듬	0
흑	0
쏘	0
똑	0
산	0
솔	0
락	0
꾼	0
훔	0
범	0
5	0
등	0
멜	0
갓	0
닿	0
밤	0
숭	0
꿀	0
댓	0
룹	0
땐	0
븐	0
햇	0
쾌	0
밥	0
큐	0
섞	0
즘	0
덜	0
제	0
핼	0
된	0
앙	0
립	0
잃	0
럽	0
휠	0
쿄	0
얹	0
눌	0
얽	0
춰	0
충	0
틈	0
쇠	0
금	0
점	0
당	0
곧	0
설	0
믹	0
픽	0
혀	0
원	0
존	0
릴	0
훌	0
틸	0
깎	0
찻	0
님	0
록	0
윤	0
묘	0
뢰	0
턴	0
윗	0
복	0
몹	0
가	0
낫	0
커	0
빨	0
쌉	0
덴	0
켓	0
봬	0
사	0
동	0
겨	0
엑	0
움	0
빔	0
메	0
흰	0
급	0
켈	0
석	0
권	0
긴	0
걀	0
의	0
뚫	0
괜	0
뿌	0
들	0
낼	0
유	0
홈	0
겹	0
안	0
깁	0
폼	0
숍	0
놓	0
생	0
뷔	0
일	0
황	0
씨	0
륙	0
플	0
볶	0
강	0
멀	0
렌	0
앨	0
놔	0
운	0
핵	0
뽀	0
교	0
평	0
줍	0
핏	0
룬	0
밴	0
훼	0
캠	0
땅	0
벼	0
광	0
청	0
백	0
쇼	0
푸	0
한	0
좌	0
군	0
젊	0
엽	0
뵈	0
묶	0
닌	0
월	0
케	0
려	0
델	0
칙	0
봤	0
보	0
쐬	0
땡	0
류	0
윈	0
닦	0
잉	0
할	0
검	0
대	0
턱	0
줘	0
처	0
넘	0
첫	0
몽	0
션	0
앤	0
프	0
니	0
약	0
팀	0
컴	0
얼	0
축	0
콤	0
필	0
겸	0
툰	0
종	0
핑	0
룰	0
멍	0
께	0
봅	0
업	0
빵	0
옮	0
쓴	0
퀘	0
컸	0
자	0
썩	0
중	0
귀	0
적	0
워	0
콩	0
억	0
펭	0
쉽	0
귄	0
쿠	0
g	0
뭉	0
냄	0
팝	0
멘	0
십	0
램	0
역	0
헹	0
뚱	0
랄	0
읽	0
씀	0
낀	0
샴	0
갱	0
만	0
묵	0
벨	0
삶	0
밑	0
컬	0
랩	0
갔	0
테	0
든	0
썬	0
익	0
엎	0
죄	0
칫	0
깔	0
콧	0
쳐	0
관	0
멋	0
높	0
툴	0
몇	0
퇴	0
칵	0
짐	0
잎	0
짓	0
옥	0
환	0
랙	0
맘	0
꿨	0
쎄	0
0	0
쿤	0
흠	0
른	0
수	0
잊	0
져	0
켰	0
꺼	0
M	0
잦	0
듯	0
팅	0
띠	0
닐	0
킬	0
돼	0
찌	0
잤	0
늬	0
쟀	0
덟	0
찍	0
퀴	0
협	0
아	0
뒀	0
.	0
성	0
층	0
준	0
네	0
띄	0
짬	0
왠	0
헝	0
못	0
파	0
독	0
잠	0
텐	0
뉴	0
틱	0
얇	0
오	0
망	0
뚜	0
총	0
타	0
폰	0
뵙게	0.1
맥주	0.823170731707317
넓어	0.1956521739130435
낙태	0.1206896551724138
반납	0.06660973526900085
아직	0.08141493542953397
후에	0.5529715762273901
듯이	0.18867924528301888
답변	0.43204868154158216
죽어	0.06532663316582915
베이	0.1829652996845426
민족	0.0660377358490566
잔치	0.06666666666666667
획기	0.2916666666666667
기다	0.15421092564491654
끝났	0.06976744186046512
얇은	0.7777777777777778
띄고	0.19230769230769232
넣었	0.06925207756232687
햇살	0.20588235294117646
팀이	0.15307820299500832
즉,	0.1095890410958904
폭포	0.21705426356589147
읽을	0.07901907356948229
찾는	0.06557377049180328
같은	0.1526728239574587
것을	0.1460763520678685
났었	0.08029197080291971
내가	0.4171710735903154
샤워	0.851063829787234
윗사	0.18518518518518517
애플	0.1340782122905028
찍었	0.05762081784386617
층이	0.12
좋겠	0.1489121220683809
후회	0.1421188630490956
첫인	0.0730593607305936
검토	0.27603305785123966
메일	0.3896583564173592
곳이	0.37150127226463103
제일	0.09278810408921934
글쎄	0.336
급여	0.05090909090909091
솔직	0.7127659574468085
퍼지	0.15492957746478872
왠지	0.918918918918919
폰이	0.14084507042253522
단점	0.10128205128205128
없을	0.05825596213362461
웬만	0.7391304347826086
트레	0.20454545454545456
튼튼	1.0
칭찬	0.8367346938775511
빠졌	0.06761565836298933
답답	0.08519269776876268
짓는	0.09615384615384616
싶은	0.20835322195704056
연습	0.08707326428845416
업체	0.26430976430976433
닦아	0.4
짧게	0.22377622377622378
집이	0.05341614906832298
녹화	0.14285714285714285
홍보	0.43582089552238806
픽업	0.9538461538461539
플랫	0.06666666666666667
않았	0.18573230048639885
현장	0.06855184233076264
존중	0.1636904761904762
탔는	0.2127659574468085
둬야	0.35714285714285715
엑셀	0.5102040816326531
팔지	0.05357142857142857
고마	0.11754197927831368
와인	0.11213720316622691
육체	0.1794871794871795
김해	0.057057057057057055
몸은	0.06369426751592357
클럽	0.32978723404255317
계속	0.18377409233527567
단가	0.06282051282051282
자료	0.10154079312957817
쉬운	0.12564102564102564
극복	0.3645833333333333
빠른	0.2775800711743772
극장	0.3020833333333333
옆에	0.7730061349693251
빼고	0.2692307692307692
벌어	0.09283819628647215
복도	0.07883817427385892
끓인	0.19230769230769232
글을	0.212
낮에	0.1377551020408163
채소	0.09090909090909091
컨셉	0.1380952380952381
벤치	0.4166666666666667
앱에	0.07
테니	0.42122719734660036
국내	0.166
받아	0.1638621794871795
끊어	0.15447154471544716
활용	0.19839142091152814
한번	0.13358034321372855
찝찝	0.6666666666666666
형은	0.056910569105691054
잠시	0.3776978417266187
것이	0.5323435843054083
꿈에	0.11382113821138211
그런	0.06169863575751359
물품	0.057604850934815564
뒷면	0.16666666666666666
색상	0.3065326633165829
되지	0.0562741093714545
숟가	0.7
탈색	0.20454545454545456
편하	0.15926236378876782
총을	0.07792207792207792
늦게	0.3447782546494993
실내	0.0581787521079258
요즘	0.2555841924398625
참석	0.29791894852135814
식단	0.05110220440881764
체크	0.48731642189586116
컴퓨	0.9593023255813954
알겠	0.1063984488608822
성함	0.08974358974358974
셀러	0.3333333333333333
용어	0.05925925925925926
중간	0.055342290467050546
서로	0.15449607724803863
높여	0.06645569620253164
끓여	0.3076923076923077
돼.	0.19914346895074947
뽑아	0.25
해야	0.11006175081729024
멉니	1.0
좁은	0.23529411764705882
폭발	0.05426356589147287
싸움	0.1018867924528302
두었	0.05555555555555555
억울	0.2857142857142857
초록	0.05574912891986063
흘리	0.43661971830985913
수영	0.06436077057793345
튜터	0.2727272727272727
참여	0.20700985761226726
줘.	0.48621553884711777
손에	0.055858310626702996
빈방	0.15254237288135594
잡아	0.26394849785407726
답을	0.056795131845841784
황사	0.11538461538461539
촉촉	0.3220338983050847
네.	0.2799082268108817
열리	0.07838283828382839
걸릴	0.13487972508591065
읽고	0.18528610354223432
혁신	0.8108108108108109
민지	0.07547169811320754
닫을	0.0625
해주	0.0586027364087662
휘둘	0.25806451612903225
좌석	0.7579908675799086
로봇	0.07428571428571429
꺼야	0.12264150943396226
폰에	0.11267605633802817
컨펌	0.12857142857142856
향기	0.1059322033898305
슬픈	0.10429447852760736
달에	0.16059957173447537
털이	0.3125
월에	0.09172661870503597
풀려	0.07228915662650602
속상	0.056074766355140186
뜻은	0.07051282051282051
납품	0.30952380952380953
늘었	0.11363636363636363
